train_loss,valid_loss,best_valid_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8241333842277527,0.5770585298538208,0.5770585298538208,1,1784561672,,False,1,d3265cb0,2026-07-20_10-34-32,2.935271739959717,2.935271739959717,20839,Rohan-Laptop,172.22.123.235,2.935271739959717,1
0.5544996559619904,0.5334376037120819,0.5334376037120819,2,1784561674,,False,2,d3265cb0,2026-07-20_10-34-34,1.178391695022583,4.1136634349823,20839,Rohan-Laptop,172.22.123.235,4.1136634349823,2
0.47960072457790376,0.4955361485481262,0.4955361485481262,3,1784561675,,False,3,d3265cb0,2026-07-20_10-34-35,1.0506436824798584,5.164307117462158,20839,Rohan-Laptop,172.22.123.235,5.164307117462158,3
0.4508057445287704,0.4031692802906036,0.4031692802906036,4,1784561676,,False,4,d3265cb0,2026-07-20_10-34-36,1.086435079574585,6.250742197036743,20839,Rohan-Laptop,172.22.123.235,6.250742197036743,4
0.4117738217115402,0.38306006193161013,0.38306006193161013,5,1784561677,,False,5,d3265cb0,2026-07-20_10-34-37,1.0669493675231934,7.3176915645599365,20839,Rohan-Laptop,172.22.123.235,7.3176915645599365,5
0.3699893236160278,0.38801029920578,0.38306006193161013,6,1784561678,,False,6,d3265cb0,2026-07-20_10-34-38,1.2212634086608887,8.538954973220825,20839,Rohan-Laptop,172.22.123.235,8.538954973220825,6
0.36960082352161405,0.3799786180257797,0.3799786180257797,7,1784561679,,False,7,d3265cb0,2026-07-20_10-34-39,1.1001925468444824,9.639147520065308,20839,Rohan-Laptop,172.22.123.235,9.639147520065308,7
0.3747601300477982,0.36007135510444643,0.36007135510444643,8,1784561680,,False,8,d3265cb0,2026-07-20_10-34-40,1.0830228328704834,10.722170352935791,20839,Rohan-Laptop,172.22.123.235,10.722170352935791,8
0.3444285735487938,0.3304061084985733,0.3304061084985733,9,1784561682,,False,9,d3265cb0,2026-07-20_10-34-42,1.546912431716919,12.26908278465271,20839,Rohan-Laptop,172.22.123.235,12.26908278465271,9
0.314408640563488,0.32949635982513426,0.32949635982513426,10,1784561683,,False,10,d3265cb0,2026-07-20_10-34-43,1.4552488327026367,13.724331617355347,20839,Rohan-Laptop,172.22.123.235,13.724331617355347,10
0.3120514050126076,0.34168102145195006,0.32949635982513426,11,1784561685,,False,11,d3265cb0,2026-07-20_10-34-45,1.678652286529541,15.402983903884888,20839,Rohan-Laptop,172.22.123.235,15.402983903884888,11
0.3209197878837585,0.3348438322544098,0.32949635982513426,12,1784561686,,False,12,d3265cb0,2026-07-20_10-34-46,1.2791399955749512,16.68212389945984,20839,Rohan-Laptop,172.22.123.235,16.68212389945984,12
0.30074658542871474,0.3203724503517151,0.3203724503517151,13,1784561687,,False,13,d3265cb0,2026-07-20_10-34-47,1.248469352722168,17.930593252182007,20839,Rohan-Laptop,172.22.123.235,17.930593252182007,13
0.2904312536120415,0.29248925149440763,0.29248925149440763,14,1784561689,,False,14,d3265cb0,2026-07-20_10-34-49,1.3461267948150635,19.27672004699707,20839,Rohan-Laptop,172.22.123.235,19.27672004699707,14
0.28267619460821153,0.2813026815652847,0.2813026815652847,15,1784561690,,False,15,d3265cb0,2026-07-20_10-34-50,1.209003210067749,20.48572325706482,20839,Rohan-Laptop,172.22.123.235,20.48572325706482,15
0.2638553038239479,0.2759556144475937,0.2759556144475937,16,1784561691,,False,16,d3265cb0,2026-07-20_10-34-51,1.0570430755615234,21.542766332626343,20839,Rohan-Laptop,172.22.123.235,21.542766332626343,16
0.2624513551592827,0.27303687334060667,0.27303687334060667,17,1784561692,,False,17,d3265cb0,2026-07-20_10-34-52,1.0464296340942383,22.58919596672058,20839,Rohan-Laptop,172.22.123.235,22.58919596672058,17
0.25486173629760744,0.26221161484718325,0.26221161484718325,18,1784561693,,False,18,d3265cb0,2026-07-20_10-34-53,1.2137231826782227,23.802919149398804,20839,Rohan-Laptop,172.22.123.235,23.802919149398804,18
0.2534819319844246,0.2715225607156754,0.26221161484718325,19,1784561695,,False,19,d3265cb0,2026-07-20_10-34-55,1.3043012619018555,25.10722041130066,20839,Rohan-Laptop,172.22.123.235,25.10722041130066,19
0.2606299102306366,0.2546539857983589,0.2546539857983589,20,1784561696,,True,20,d3265cb0,2026-07-20_10-34-56,1.1530580520629883,26.260278463363647,20839,Rohan-Laptop,172.22.123.235,26.260278463363647,20
